No,日本語名,英語名
4329,官製相場,
4330,カントリーリスク,
4331,外貨建て国内債,
4332,外国証券取引口座,
4333,外国人投資家,
4334,外債,
4335,額面,
4336,元本リスク,
4337,ガンマ,
4338,機関投資家,
4339,期先,
4340,期先限月取引,
4341,期先物,
4342,期中償還,
4343,期中償還請求権付新株予約権付社債,
4344,基調,
4345,基調転換,
4346,期近,
4347,期近限月取引,
4348,期近物,
4349,既発債,
4350,CATボンド,
4351,キャップ,
4352,CAP,
4353,キャピタルゲイン,
4354,キャピタルゲイン課税,
4355,キャピタルマーケット,
4356,キャピタルロス,
4357,急騰,
4358,急反発,
4359,急反落,
4360,急落,
4361,QE,
4362,強弱観,
4363,競争売買,
4364,共同発行債,
4365,共同発行市場公募地方債,
4366,共同発行地方債,
4367,きり（限）,
4368,切り返す,
4369,金融債,
4370,金融先物取引,
4371,金融先物取引業者,
4372,金融商品仲介業,
4373,金融商品取引所,
4374,金融商品取引法,
4375,金融調節,
4376,金融取,
4377,金融派生商品,
4378,金利自由化,
4379,金利スワップ,
4380,金利リスク,
4381,議決延期請求権,
4382,ギブアップ制度,
4383,逆イールド,
4384,逆指し値注文,
4385,逆二重通貨建て債,
4386,ギャップアップ,
4387,銀行等引受債,
4388,クオンツ,
4389,クオンツ運用,
4390,クラウディングアウト,
4391,繰り上げ償還,
4392,クリアリング機構,
4393,クレジットリスク,
4394,クレジット・ウォッチ,
4395,クレジット・モニター,
4396,クーポン,
4397,クーポン・スワップ,
4398,クーポン・レート,
4399,偶発転換社債,
4400,グリーンボンド,
4401,グレーマーケット,
4402,グローバル債券,
4403,グローバル・マクロ運用,
4404,経過利子,
4405,決済リスク,
4406,ケネディ・ショック,
4407,建設国債,
4408,堅調,
4409,権利行使,
4410,権利行使価格,
4411,権利行使日,
4412,権利放棄,
4413,現金授受予定額,
4414,限月,
4415,限月間スプレッド取引,
4416,限月交代,
4417,現先取引,
4418,現先レート,
4419,現在値,
4420,原資産,
4421,限日取引,
4422,公開市場操作,
4423,公共債,
4424,口座設定約諾書,
4425,公社債,
4426,公社債店頭売買参考統計値,
4427,公社債投資信託,
4428,公社債ファンド,
4429,公定歩合,
4430,効率的フロンティア,
4431,高利回り債,
4432,小堅い,
4433,国債,
4434,国債先物,
4435,国債市場特別参加者,
4436,国際スワップ・デリバティブ協会,
4437,国債の入札前取引,
4438,国債の発行日前取引,
4439,国債のリオープン方式,
4440,国債の60年償還ルール,
4441,国債費,
4442,国際分散投資,
4443,個人向け国債,
4444,国庫短期証券,
4445,固定金利,
4446,個別格付け,
4447,個別株リンク債,
4448,コマーシャルペーパー,
4449,コンバージョン・ファクター,
4450,コンベクシティ,
4451,コンベンショナル方式,
4452,コーポレートアクション,
4453,コーラブル債,
4454,コールオプション,
4455,コール市場,
4456,コールローン,
4457,合成先物,
4458,後場,
4459,債券,
4460,債券先物取引,
4461,債券貸借取引,
4462,債券レポ市場,
4463,最終決済,
4464,最終清算数値,
4465,最終利回り,
4466,裁定売り,
4467,裁定売り残,
4468,裁定買い残,
4469,裁定解消売り,
4470,裁定買い,
4471,裁定残,
4472,裁定取引,
4473,債務担保証券,
4474,債務不履行リスク,
4475,最優遇貸出金利,
4476,最良執行,
4477,差額決済,
4478,先物取引,
4479,先物理論価格,
4480,差金決済,
4481,差金決済取引,
4482,指し値オペ,
4483,サムライ債,
4484,サヤ,
4485,サヤ取り,
4486,サヤ寄せ,
4487,財政投融資特別会計国債,
4488,財投機関債,
4489,財投債,
4490,財務代理人,
4491,残玉,
4492,残存期間,
4493,仕組債,
4494,資産担保証券,
4495,市場間スプレッド取引,
4496,市場金利,
4497,市場リスク,
4498,システム運用,
4499,私設取引システム,
4500,自然利子率,
4501,シ団,
4502,市中金利,
4503,シティ世界国債インデックス,
4504,シニア債,
4505,資本市場,
4506,SHIBOR,
4507,社債,
4508,社債間限定同順位特約,
4509,社債管理者,
4510,社債担保証券,
4511,週足,
4512,終利,
4513,主幹事,
4514,償還,
4515,償還期間,
4516,償還期日,
4517,償還差益,
4518,償還年限,
4519,商業不動産担保証券,
4520,ショウグン債,
4521,証券会社,
4522,証券業,
4523,証券コード協議会,
4524,証券市場,
4525,証券総合口座,
4526,証券仲介業,
4527,証券取引所,
4528,証券取引責任準備金,
4529,証券取引法,
4530,証券保管振替機構,
4531,証拠金,
4532,処分売り,
4533,所有期間利回り,
4534,ショーグン債,
4535,ショート,
4536,ショートカバー,
4537,ショートポジション,
4538,新株引受権付社債,
4539,新株予約権付社債,
4540,新興成長市場,
4541,新証券コード,
4542,シンジケート団,
4543,真正価値,
4544,新長期プライムレート,
4545,新値,
4546,新発債,
4547,信用格付け会社,
4548,信用リスク,
4549,CFD,
4550,CMBS,
4551,CLO,
4552,CD,
4553,CDO,
4554,CB,
4555,CBO,
4556,CP,
4557,J-NET取引,
4558,JPモルガンGBI-EMグローバル・ダイバーシファイド,
4559,JSCC,
4560,JCR,
4561,JPX,
4562,時間的価値,
4563,事業債,
4564,自己責任原則,
4565,自己売買,
4566,自己売買基準,
4567,実質金利,
4568,実現損益,
4569,地場証券,
4570,ジャンク債,
4571,ジャンクボンド,
4572,十字線,
4573,住宅ローン担保証券,
4574,住民参加型公募債,
4575,ジュニア債,
4576,需要予測方式,
4577,順イールド,
4578,自由金利,
4579,上場取引型金融商品,
4580,譲渡性預金,
4581,スタンダード・アンド・プアーズ,
4582,スティープ化,
4583,ストップロスオーダー,
4584,ストラテジスト,
4585,ストラテジー取引,
4586,ストラドル,
4587,ストラングル,
4588,ストリップス債,
4589,SPAN,
4590,SPAN証拠金額,
4591,スプリット・レーティング,
4592,スプレッド,
4593,スペキュレーション取引,
4594,スペキュレーター,
4595,スポットレート,
4596,スワップション,
4597,スワップ取引,
4598,随時償還,
4599,政策金利,
4600,清算価格,
4601,清算機関,
4602,清算値段,
4603,政府関係機関債,
4604,政府短期証券,
4605,政府保証外債,
4606,政府保証債,
4607,セカンダリー・マーケット,
4608,積極運用,
4609,セリ売買,
4610,セリング,
4611,セルサイド,
4612,セータ,
4613,ゼロ金利（政策）,
4614,ゼロクーポン債,
4615,前場,
4616,早期償還,
4617,総合取引所,
4618,相場操縦,
4619,即時グロス決済,
4620,ソブリン格付け,
4621,ソブリン債,
4622,ソブリンリスク,
4623,損益通算,
4624,損切り,
4625,損失補てん,
4626,TIBOR,
4627,タイムディケイ,
4628,他社株転換可能債,
4629,他社株転換債,
4630,立会時間,
4631,短期金融資産,
4632,短期金融市場,
4633,短期金利,
4634,短期国債,
4635,短期債格付け,
4636,短期プライムレート,
4637,短資会社,
4638,単利,
4639,ターミナルレート,
4640,タームプレミアム,
4641,ダイナミックヘッジ,
4642,大暴落,
4643,ダウンサイドリスク,
4644,地政学的リスク,
4645,地政学リスク,
4646,地方債,
4647,着地取引,
4648,チャネル,
4649,チャネルライン,
4650,チャート,
4651,チャート分析,
4652,中期国債,
4653,中期国債ファンド,
4654,中国ファンド,
4655,中心限月,
4656,抽選償還,
4657,注文期間,
4658,長期金融市場,
4659,長期金利操作,
4660,長期国債,
4661,長期債格付け,
4662,長期プライムレート,
4663,超長期国債,
4664,超長期社債,
4665,直接利回り,
4666,直利,
4667,ツイストオペ,
4668,通貨スワップ,
4669,月足,
4670,TFX,
4671,T-Bill,
4672,TB,
4673,Tプラス2,
4674,T+2,
4675,TLAC債,
4676,定額償還,
4677,定時償還,
4678,適債基準,
4679,テクニカル指標,
4680,テクニカル分析,
4681,転換売り,
4682,転換価格,
4683,転換社債,
4684,転換社債型新株予約権付社債,
4685,転換社債市場,
4686,転換点,
4687,点心債,
4688,店頭取引,
4689,ディスカウントレート,
4690,ディスクロージャー,
4691,ディーラー,
4692,ディーリング,
4693,デットアサンプション,
4694,デッド・キャット・バウンス,
4695,デフォルトリスク,
4696,デュアルカレンシー債,
4697,デュレーション,
4698,デリバティブ,
4699,デルタ,
4700,デルタヘッジ,
4701,電力債,
4702,投機,
4703,投機的格付け,
4704,東京金融取引所,
4705,東京銀行間取引金利,
4706,東京証券取引所,
4707,TOKYO PRO-BOND Market,
4708,当限,
4709,投資一任契約,
4710,投資顧問業,
4711,投資者保護基金,
4712,投資適格,
4713,投資適格債,
4714,投資法人債,
4715,東証,
4716,到達金利,
4717,トウバ,
4718,登録債,
4719,特定金銭信託,
4720,特定口座,
4721,特定社債,
4722,特別債,
4723,特別目的会社,
4724,特例公債法案,
4725,特例国債,
4726,途中償還,
4727,特金,
4728,トップダウン・アプローチ,
4729,止め足,
4730,トリガー価格,
4731,トリガー条項,
4732,取引最終日,
4733,取引参加者,
4734,取引証拠金,
4735,取引高,
4736,トリプル安,
4737,Treasury bonds,
4738,トレジャリー・ゼロ,
4739,トレンド,
4740,トレンドチャネル,
4741,トレンドライン,
4742,トレーダー,
4743,トレーディング,
4744,トンボ,
4745,同一運用,
4746,同事線,
4747,ドットチャート,
4748,凪相場,
4749,投げ,
4750,投げ売り,
4751,夏枯れ相場,
4752,軟化,
4753,軟調,
4754,二重通貨建て債,
4755,日銀トレード,
4756,日銀ネット,
4757,日経リンク債,
4758,日中足,
4759,日本取引所グループ,
4760,日本格付研究所,
4761,日本証券業協会,
4762,日本証券クリアリング機構,
4763,任意償還,
4764,値洗い,
4765,ネッティング,
4766,年足,
4767,ノッチ,
4768,NOMURA-BPI,
4769,NOMURA-BPI総合指数,
4770,ハイイールド債,
4771,ハイブリッド証券,
4772,HIBOR,
4773,ハイ・イールド・ボンド,
4774,裸相場,
4775,発行市場,
4776,発行体,
4777,発行体格付け,
4778,発行登録制度,
4779,反対売買,
4780,繁忙,
4781,ハードリミット,
4782,媒介,
4783,バイサイド,
4784,バイ・アンド・ホールド,
4785,バタフライスプレッド,
4786,バリュー平均法,
4787,VaR,
4788,VaRショック,
4789,バンクローン,
4790,バーチャート,
4791,バーベル型ポートフォリオ,
4792,パッシブ運用,
4793,パフォーマンス,
4794,パフォーマンスデータ,
4795,パフォーマンス評価,
4796,パリティー,
4797,パー,
4798,日足,
4799,日柄,
4800,引き受け,
4801,引受価額,
4802,引受シ団,
4803,引受シンジケート団,
4804,引直差金,
4805,ヒストリカルボラティリティー,
4806,非政府保証債,
4807,評価益（損）,
4808,標準物,
4809,表面利率,
4810,ビッド,
4811,BB,
4812,ピーク,
4813,PTS,
4814,5DMA,
4815,ファーストコール,
4816,フィッシャー方程式,
4817,フィッチ,
4818,フィッチ・レーティングス,
4819,フェイル,
4820,フォワードレート,
4821,含み益（損）,
4822,含み資産,
4823,複利,
4824,札割れ,
4825,復興債,
4826,復興特別税,
4827,普通国債,
4828,普通社債,
4829,不動産担保証券,
4830,フラッシュクラッシュ,
4831,フラット化,
4832,フラット35,
4833,振替債,
4834,フルインベストメント,
4835,フロア,
4836,FLOOR,
4837,フロントランニング,
4838,分足,
4839,物価連動債,
4840,ブックビルディング方式,
4841,ブックランナー,
4842,物上担保付社債,
4843,ブラックアウト期間,
4844,ブラックアウト・ルール,
4845,ブラックショールズモデル,
4846,ブラックマンデー,
4847,ブレイクアウト,
4848,ブローカー,
4849,ブローカー業務,
4850,ブローキング,
4851,プットオプション,
4852,プライマリー・マーケット,
4853,プライムレート,
4854,プレミアム,
4855,プロテクティブ・プット,
4856,平均直利,
4857,ヘッジ,
4858,ヘッジ売り,
4859,ヘッジ取引,
4860,変動金利,
4861,変動利付債,
4862,米ドル建て債券,
4863,ベガ,
4864,ベーシス,
4865,ベーシススワップ,
4866,ベーシス取引,
4867,ベーシスポイント,
4868,bp,
4869,保管振替制度,
4870,保護預かり,
4871,ほふり,
4872,本格反騰,
4873,本質的価値,
4874,暴騰,
4875,暴落,
4876,募集期間,
4877,募集終了,
4878,ボトム,
4879,ボトムアップ・アプローチ,
4880,ボラティリティー,
4881,ポジション調整,
4882,ポートフォリオ,
4883,ポートフォリオ運用,
4884,マイナス金利（政策）,
4885,マネーマーケット,
4886,マネー・リザーブ・ファンド,
4887,満期,
4888,満期一括償還,
4889,満期償還,
4890,マーケットニュートラル,
4891,マーケット・ニュートラル運用,
4892,ミディアムタームノート,
4893,民間債,
4894,無担保コール市場,
4895,無担保コール翌日物,
4896,無担保社債,
4897,ムーディーズ,
4898,銘柄,
4899,名目金利,
4900,メザニン債,
4901,メザニンファイナンス,
4902,持ち高調整,
4903,モーゲージ証券,
4904,休むも相場,
4905,有効フロンティア,
4906,ユニバース,
4907,ユーザンス金利,
4908,ユーロ円債,
4909,ユーロ円3カ月先物,
4910,ユーロ債,
4911,ユーロ市場,
4912,陽線,
4913,予想変動率,
4914,予備格付け,
4915,呼び値,
4916,寄引同事線,
4917,四本値,
4918,4本値,
4919,ヨーロピアンタイプオプション,
4920,LIBOR,
4921,ラインチャート,
4922,乱高下,
4923,利益確定売り,
4924,リオープン,
4925,リキャップCB,
4926,利食い,
4927,利下げ,
4928,リスク,
4929,リスクオフ,
4930,リスクオン,
4931,リスク回避,
4932,リスク許容度,
4933,リスク志向,
4934,リスク選好,
4935,リスクパリティ戦略,
4936,リスクフリー,
4937,リターン,
4938,利付金融債,
4939,利付債,
4940,利払い日,
4941,リバランス,
4942,リバーサル・レート,
4943,リバースデュアルカレンシー債,
4944,リバースレポ,
4945,リパッケージ債,
4946,リファレンス・バンク,
4947,利回り,
4948,利回り格差,
4949,流通市場,
4950,流動性,
4951,両建て,
4952,量的緩和,
4953,量的緩和策,
4954,量的・質的金融緩和,
4955,両端入れ,
4956,利率,
4957,理論ベーシス,
4958,リーブオーダー,
4959,歴史的変動率,
4960,レセプト債,
4961,劣後債,
4962,レバレッジ効果,
4963,レベニュー債,
4964,レポ市場,
4965,レポ取引,
4966,レーティング,
4967,レーティング・モニター,
4968,ロング,
4969,ロングポジション,
4970,ロング・ショート運用,
4971,ロンドン銀行間取引金利,
4972,ローソク足,
4973,ローリング決済,
4974,ロールオーバー,
4975,ローン担保証券,
4976,ローンチ,
4977,YCC,
4978,ワラント,
4979,割引国債,
4980,割引債,
4981,割引短期国債,
4982,割引率,
4983,愛称,
4984,ISINコード,
4985,アウトパフォーマンス,
4986,アウトパフォーム,
4987,アクティブ運用,
4988,アクティブリターン,
4989,アクティブ・ファンド,
4990,アセットクラス,
4991,アセット・アロケーション,
4992,アドバイザー,
4993,α（アルファ）値,
4994,アンダーウエート,
4995,アンダーパフォーマンス,
4996,アンダーパフォーム,
4997,安定運用,
4998,RR分類,
4999,R2,
5000,委託会社,
5001,委託者,
5002,iDeCo,
5003,イデコ,
5004,iDeCo＋,
5005,インカムゲイン,
5006,インディカティブNAV,
5007,インデックス,
5008,インデックス運用,
5009,インデックス売買,
5010,インデックス・ファンド,
5011,インパクト投資,
5012,インフォメーションリスク,
5013,インフォメーション・レシオ,
5014,インフラファンド,
5015,インベスターリターン,
5016,ETF,
5017,ETC,
5018,ETP,
5019,受渡日,
5020,内枠方式,
5021,運営管理機関,
5022,運管,
5023,運用アドバイザー会社,
5024,運用会社,
5025,運用制限,
5026,運用報告書,
5027,運用方針,
5028,エコファンド,
5029,SRIファンド,
5030,S&P新興国REIT指数,
5031,S&P先進国REIT指数,
5032,FFO,
5033,FTSE世界国債インデックス,
5034,エマージング市場,
5035,MRF,
5036,MSCIエマージング・マーケット・インデックス,
5037,MSCI-KOKUSAI指数,
5038,MSCI指数,
5039,MMF,
5040,MLP,
5041,オフショアファンド,
5042,オルタナティブ投資,
5043,オーバーウエート,
5044,オープンエンド型,
5045,オープン型,
5046,オープン型投資信託（オープン投信）,
5047,オープンファンド,
5048,海外ETF,
5049,会社型投資信託,
5050,買付手数料,
5051,買取請求,
5052,解約,
5053,解約価額,
5054,解約金支払日,
5055,解約請求,
5056,解約手数料,
5057,確定拠出年金,
5058,株価指数連動型上場投資信託,
5059,株式投資信託,
5060,株式等振替制度,
5061,株式ファンド,
5062,為替ヘッジ,
5063,為替ヘッジコスト,
5064,為替ヘッジプレミアム,
5065,為替リスク,
5066,監査費用,
5067,監査報酬,
5068,カントリーファンド,
5069,外貨建てMMF,
5070,外国籍投信,
5071,外国投資信託,
5072,外国投信,
5073,外債,
5074,外部成長,
5075,元本払戻金,
5076,期間騰落率,
5077,企業型確定拠出年金,
5078,企業型DC,
5079,企業型401k,
5080,企業の社会的責任,
5081,基準価額,
5082,協会コード,
5083,共通KPI,
5084,拠出限度額,
5085,記録関連運営管理機関,
5086,金融商品取引業,
5087,金融商品取引業者,
5088,金融商品取引法,
5089,口数,
5090,組入債券区分,
5091,組入制限,
5092,組入銘柄,
5093,繰り上げ償還,
5094,クローズ型,
5095,クローズド明け日,
5096,クローズドエンド型,
5097,クローズド期間,
5098,クーリングオフ,
5099,グロース株投資,
5100,グロース投資,
5101,グロース・ファンド,
5102,グローバル株式,
5103,契約型投資信託,
5104,決算期間,
5105,決算日,
5106,決定係数,
5107,コアサテライト運用,
5108,公社債投資信託,
5109,公社債ファンド,
5110,交付目論見書,
5111,公募株式投資信託,
5112,公募投資信託,
5113,国内ETF,
5114,国内投資信託,
5115,国民年金基金連合会,
5116,個人型確定拠出年金,
5117,個人型DC,
5118,個人型401k,
5119,個別元本,
5120,個別元本方式,
5121,コモディティ上場投資信託,
5122,コモディティー投資,
5123,合同運用,
5124,ご当地ファンド,
5125,再投資,
5126,資源国,
5127,シティ世界国債インデックス,
5128,私募投資信託,
5129,私募投信,
5130,社会的責任投資,
5131,シャープ測度,
5132,シャープ・レシオ,
5133,収益調整金,
5134,修正NAV,
5135,集団投資スキーム,
5136,償還,
5137,償還期間,
5138,償還期日,
5139,償還金,
5140,償還年限,
5141,償還日,
5142,償還予定日,
5143,少額投資非課税制度,
5144,証券取引法,
5145,新規販売停止,
5146,新興成長市場,
5147,信託期間,
5148,信託契約,
5149,信託財産,
5150,信託財産留保額,
5151,信託受益権,
5152,信託報酬,
5153,信託約款,
5154,CIO,
5155,JPモルガンGBI-EMグローバル・ダイバーシファイド,
5156,ジェンセンα,
5157,J-REIT,
5158,実績分配額,
5159,自動移管,
5160,受益権,
5161,受益者,
5162,受益証券,
5163,受託会社,
5164,受託銀行,
5165,受託者,
5166,ジュニアNISA,
5167,純資産総額,
5168,上場投資信託,
5169,上場取引型金融商品,
5170,GPIF,
5171,スイッチング,
5172,スポット型投資信託,
5173,請求目論見書,
5174,成長株ファンド,
5175,成長投資枠,
5176,積極運用,
5177,設定解約額,
5178,設定日,
5179,設定来騰落率,
5180,セレクト型ファンド,
5181,外枠方式,
5182,ソブリン債,
5183,単位型,
5184,単位型投資信託,
5185,ターゲットイヤー型,
5186,第1号被保険者,
5187,代行協会員,
5188,第3号被保険者,
5189,第2号被保険者,
5190,中期国債ファンド,
5191,中国ファンド,
5192,中小事業主掛金納付制度,
5193,超過収益率,
5194,超過リターン,
5195,追加型,
5196,追加型投資信託,
5197,追加設定,
5198,通貨選択型投資信託,
5199,つみたて投資枠,
5200,定時償還,
5201,ディスクロージャー,
5202,DC,
5203,投資口,
5204,投資証券,
5205,投資信託,
5206,投資信託委託会社,
5207,投資信託協会,
5208,投資信託販売会社,
5209,投資信託評価機関,
5210,投資信託分類,
5211,投資信託法,
5212,投資信託約款,
5213,投資制限制度,
5214,投資主,
5215,投資ファンド,
5216,投資法人,
5217,東証REIT指数,
5218,当初設定額,
5219,当初募集期間,
5220,投信,
5221,投信委託会社,
5222,投信協会分類,
5223,騰落率,
5224,特別分配金,
5225,特別法人税,
5226,特法税,
5227,トラッキング・エラー,
5228,トレイナー測度,
5229,トータルリターン,
5230,ドル・コスト平均法,
5231,内部成長,
5232,NAV,
5233,日経300株価指数連動型上場投資信託,
5234,日本版401k,
5235,NISA,
5236,年換算利回り,
5237,年金積立金管理運用独立行政法人,
5238,NOMURA-BPI総合指数,
5239,乗り換え,
5240,ノーロード,
5241,ノーロード投資信託,
5242,ノーロード・ファンド,
5243,ハイウォーターマーク,
5244,販売会社,
5245,販売終了,
5246,販売中止,
5247,販売停止,
5248,販売手数料,
5249,バスケット通貨,
5250,バランス・ファンド,
5251,バリュー株投資,
5252,バリュー投資,
5253,バリュー・ファンド,
5254,パッシブ運用,
5255,パッシブ・ファンド,
5256,パフォーマンス,
5257,パフォーマンスデータ,
5258,パフォーマンス評価,
5259,1口元本,
5260,一口元本,
5261,日々決算型投資信託,
5262,日々決算型ファンド,
5263,標準偏差,
5264,ファミリーファンド,
5265,ファンド,
5266,ファンドラップ,
5267,ファンド・オブ・ファンズ,
5268,フォーミュラ・プラン,
5269,復興特別税,
5270,普通分配金,
5271,不動産投資信託,
5272,ブルベア型,
5273,分配落ち,
5274,分配金,
5275,分配準備積立金,
5276,分配方針,
5277,プロ向けファンド,
5278,平均信託金,
5279,ヘッジファンド,
5280,ベビーファンド,
5281,ベンチマーク,
5282,β（ベータ）値,
5283,ベータ値,
5284,保管振替制度,
5285,保護預かり,
5286,募集期間,
5287,募集終了,
5288,募集中止,
5289,募集停止,
5290,ポートフォリオ,
5291,毎月分配型ファンド,
5292,マクロ経済スライド,
5293,マザーファンド,
5294,マネージドフューチャーズ,
5295,マネープールファンド,
5296,マネー・リザーブ・ファンド,
5297,満期,
5298,ミューチュアルファンド,
5299,申込単位,
5300,申込手数料,
5301,目論見書,
5302,有価証券オプション,
5303,ユニット型投資信託,
5304,ユニバース,
5305,401k,
5306,401k対象ファンド,
5307,ライフサイクルファンド,
5308,ライフスタイルファンド,
5309,ラップ型投信,
5310,利益超過分配金,
5311,リスク,
5312,リスク限定型ファンド,
5313,リターン,
5314,REIT,
5315,累積リターン,
5316,るいとう,
5317,レーティング,
5318,割安株ファンド,
5319,IIF,
5320,IR,
5321,ISM製造業・非製造業景況指数,
5322,ISO規格,
5323,IFC,
5324,IMF,
5325,ILO失業率,
5326,IASB,
5327,IoT,
5328,ISA,
5329,ICSID,
5330,ICO,
5331,IDA,
5332,IDB,
5333,IBRD,
5334,Ivey購買担当者景況感指数,
5335,IPO,
5336,IPEF,
5337,アイランドリバーサル,
5338,青色申告,
5339,赤字国債,
5340,アクティビスト,
5341,アクルーアル,
5342,アジアインフラ投資銀行,
5343,アジア欧州会議,
5344,アジア開発銀行,
5345,アジア太平洋経済協力会議,
5346,ASEAN,
5347,ASEM,
5348,アナリスト,
5349,アナリストリポート,
5350,アニュアルリポート,
5351,アフリカ開発会議,
5352,アマゾンエフェクト,
5353,Amex,
5354,粗利,
5355,アルトコイン,
5356,アレンジャー,
5357,UNCTAD,
5358,暗号資産,
5359,アンダーライター,
5360,アンダーライティング,
5361,安定株,
5362,安定株主,
5363,アービトラージャー,
5364,RICI（R）,
5365,RICS住宅価格指数,
5366,ROI,
5367,ROIC,
5368,ROE,
5369,ROA,
5370,ROC,
5371,RCEP,
5372,RTS指数,
5373,RTGS,
5374,RDEI,
5375,IOSCO,
5376,EONIA,
5377,移行金融,
5378,イスタンブール100,
5379,ISDA,
5380,ESOP,
5381,委託会社,
5382,委託者,
5383,委託売買,
5384,一年基準,
5385,一帯一路,
5386,一致指数,
5387,一般会計,
5388,一般歳出,
5389,一般担保付社債,
5390,iDeCo,
5391,イデコ,
5392,iDeCo＋,
5393,委任状闘争,
5394,IFRS,
5395,イベント・リスク,
5396,インカムアプローチ,
5397,インサイダー取引,
5398,インタレストカバレッジレシオ,
5399,インターコンチネンタル取引所,
5400,インターネット証券,
5401,インターネットブローカー,
5402,インド太平洋経済枠組み,
5403,インバウンド消費,
5404,インパクト投資,
5405,インフラファンド,
5406,インフレ,
5407,インフレギャップ,
5408,インフレターゲット,
5409,インフレ連動債,
5410,インフレ・ヘッジ,
5411,インフレーション,
5412,インフレーション・リスク,
5413,インベストメント・バンク,
5414,インボイス,
5415,インボイス制度,
5416,EIRR,
5417,EIA週間石油統計,
5418,ESM,
5419,ESPフォーキャスト調査,
5420,ELA,
5421,ECB,
5422,ECB理事会,
5423,EBITDA,
5424,EBRD,
5425,EPA,
5426,Ifo景況感指数,
5427,EV,
5428,EV/EBITDA倍率,
5429,EVA,
5430,EU,
5431,イールドカーブ・コントロール,
5432,ウィンブルドン現象,
5433,Web3.0,
5434,Westpac消費者信頼感指数,
5435,ウォッチ中,
5436,ウォッチリスト,
5437,ウォレット,
5438,ウォール街,
5439,受取手形,
5440,受渡し,
5441,内枠方式,
5442,売上債権回転率,
5443,売上総利益,
5444,売上高成長率,
5445,売上高販管費率,
5446,売掛金,
5447,売掛債権,
5448,売り手市場,
5449,運営管理機関,
5450,運管,
5451,運用関係費用,
5452,運用会社,
5453,営業外収益,
5454,営業外費用,
5455,営業外利益,
5456,営業キャッシュフロー,
5457,営業循環基準,
5458,営業報告書,
5459,営業利益,
5460,H株指数,
5461,益金不算入制度,
5462,益出し,
5463,エクイティファイナンス,
5464,エクスポージャー,
5465,エコカー減税,
5466,エコノミスト,
5467,SIV,
5468,S&Pケース・シラー住宅価格指数,
5469,SRI,
5470,SEC,
5471,SACCI景況感指数,
5472,SGX,
5473,SWX,
5474,ST（セキュリティトークン）,
5475,STO（セキュリティトークン・オファリング）,
5476,ST指数,
5477,SDR,
5478,S&P500,
5479,SPC,
5480,S&P新興国REIT指数,
5481,S&P先進国REIT指数,
5482,SVME購買担当者景況指数,
5483,XBRL,
5484,EDINET,
5485,EDGAR,
5486,NFT,
5487,NOI,
5488,NOI利回り,
5489,NCF,
5490,NCD,
5491,NYSEユーロネクスト,
5492,NYSE,
5493,FRB,
5494,FSB,
5495,FF金利,
5496,FOMC,
5497,FTSE世界国債インデックス,
5498,FTSE全世界株価指数,
5499,FTSE100指数,
5500,FT100,
5501,FDルール,
5502,FB,
5503,FP,
5504,エマージング市場,
5505,MIGA,
5506,M&A,
5507,MEBO,
5508,MSCIエマージング・マーケット・インデックス,
5509,MSCI-KOKUSAI指数,
5510,MSCI指数,
5511,MSCI世界株価指数,
5512,MMT,
5513,MM理論,
5514,MBS,
5515,MBA住宅ローン申請指数,
5516,MBO,
5517,MPO,
5518,エリサ法,
5519,LME,
5520,LGBT,
5521,LTV,
5522,LBO,
5523,円借款,
5524,エンジェル,
5525,エンジェル税制,
5526,円高,
5527,円安,
5528,AIIB,
5529,AEO制度,
5530,ASBJ,
5531,ANZ企業信頼感指数,
5532,ALM,
5533,ADR,
5534,ADB,
5535,ADP雇用者数,
5536,ABS,
5537,ABL,
5538,APEC,
5539,オイルマネー,
5540,黄金株,
5541,欧州安定機構,
5542,欧州経済共同体,
5543,欧州中央銀行,
5544,欧州通貨制度,
5545,欧州復興開発銀行,
5546,欧州連合,
5547,大株主,
5548,大阪証券取引所,
5549,大阪取引所,
5550,大手証券,
5551,踊り場,
5552,オフバランスシート,
5553,オペ,
5554,OPEC,
5555,オペレーション,
5556,オペレーション・ツイスト,
5557,親会社,
5558,親子上場,
5559,オリジネーター,
5560,卸売売上高,
5561,卸売在庫（米国）,
5562,卸売物価指数,
5563,オンライン証券,
5564,オンラインブローカー,
5565,OECD,
5566,OECD景気先行指数,
5567,OMS,
5568,ODA,
5569,オーバーシュート型コミットメント,
5570,オープン市場,
5571,オールドエコノミー,
5572,買掛金,
5573,買掛債務,
5574,海外直接投資,
5575,買い占め,
5576,会社更生法,
5577,会社分割,
5578,改正金融機能強化法,
5579,買い手市場,
5580,回転日数,
5581,介入,
5582,格付ウォッチ,
5583,確定給付企業年金,
5584,確定申告,
5585,貸し倒れリスク,
5586,貸出支援基金,
5587,貸付金,
5588,貸付債権,
5589,可処分所得,
5590,加重平均,
5591,加重平均資本コスト,
5592,過剰債務,
5593,仮想通貨,
5594,仮想通貨法,
5595,課徴金減免制度,
5596,CAC40指数,
5597,カットオフタイム,
5598,加入者拠出,
5599,株価維持政策,
5600,株券,
5601,株式移転,
5602,株式給付信託,
5603,株式公開,
5604,株式公開買い付け,
5605,株式交換,
5606,株式消却,
5607,株式譲渡制限,
5608,株式等振替制度,
5609,株式分割,
5610,株式併合,
5611,株式持ち合い,
5612,兜倶楽部,
5613,兜町,
5614,株主,
